questionId,questionText,correctAnswer,studentAnswer,maxScore,teacherScore,label
774,RESTful API là gì?,"RESTful API tuân theo các nguyên tắc REST: stateless, cacheable, client-server, resource-based, dùng HTTP method cho CRUD.",RESTful API không tuân theo các nguyên tắc REST mà nó chỉ là một kiểu API khác.,10,2,wrong
774,RESTful API là gì?,"RESTful API tuân theo các nguyên tắc REST: stateless, cacheable, client-server, resource-based, dùng HTTP method cho CRUD.",Câu trả lời này hoàn toàn rác và không liên quan đến câu hỏi.,10,0,garbage
775,Event Loop hoạt động như thế nào?,"Event Loop xử lý non-blocking bằng cách đưa tác vụ vào queue và thực thi theo vòng lặp, giúp Node chạy async.","Event Loop xử lý non-blocking bằng cách đưa tác vụ vào queue và thực thi theo vòng lặp, giúp Node chạy async.",10,9,correct
775,Event Loop hoạt động như thế nào?,"Event Loop xử lý non-blocking bằng cách đưa tác vụ vào queue và thực thi theo vòng lặp, giúp Node chạy async.","Event Loop quản lý các tác vụ trong một danh sách chờ (queue), thực hiện chúng trong vòng lặp để làm việc không mất thời gian.",10,4,partial
775,Event Loop hoạt động như thế nào?,"Event Loop xử lý non-blocking bằng cách đưa tác vụ vào queue và thực thi theo vòng lặp, giúp Node chạy async.","Event Loop xử lý non-blocking bằng cách đưa tác vụ vào queue và thực thi theo vòng lặp, giúp Node chạy async. Đồng thời, nó cũng quản lý các tác vụ khác cho phép Node chạy đa nhiệm.",10,0,wrong
775,Event Loop hoạt động như thế nào?,"Event Loop xử lý non-blocking bằng cách đưa tác vụ vào queue và thực thi theo vòng lặp, giúp Node chạy async.",Event Loop là một cấu trúc dữ liệu quản lý các tác vụ khác nhau để làm việc không mất thời gian và đảm bảo hiệu suất của Node.js.,10,0,garbage
776,Khác nhau giữa synchronous và asynchronous?,"Sync: chạy tuần tự, block.Async: không block, xử lý qua callback/promise, chạy song song.",同步：按顺序执行，阻塞。异步：不阻塞，通过回调/Promise进行处理，同时执行。,10,8,correct
776,Khác nhau giữa synchronous và asynchronous?,"Sync: chạy tuần tự, block.Async: không block, xử lý qua callback/promise, chạy song song.",同步：按顺序执行，阻塞。异步：不阻塞，通过回调/Promise进行处理，同时执行。,10,6,partial
776,Khác nhau giữa synchronous và asynchronous?,"Sync: chạy tuần tự, block.Async: không block, xử lý qua callback/promise, chạy song song.",同步：按顺序执行，阻塞。异步：不阻塞，通过回调/Promise进行处理，同时执行。,10,2,wrong
776,Khác nhau giữa synchronous và asynchronous?,"Sync: chạy tuần tự, block.Async: không block, xử lý qua callback/promise, chạy song song.",异步：不阻塞，通过回调/Promise进行处理，同时执行。,10,0,garbage
777,Callback Hell là gì?,"Callback lồng nhau quá nhiều gây khó đọc. Giải pháp: Promise, async/await, hoặc tách function.",Callback lồng nhau quá nhiều gây khó đọc.,10,8.5,correct
777,Callback Hell là gì?,"Callback lồng nhau quá nhiều gây khó đọc. Giải pháp: Promise, async/await, hoặc tách function.","Promise, async/await, hoặc tách function.",10,7,partial
777,Callback Hell là gì?,"Callback lồng nhau quá nhiều gây khó đọc. Giải pháp: Promise, async/await, hoặc tách function.",Callback Hell là gì?,10,2,wrong
778,Khác nhau giữa Promise và async/await?,"Promise là object quản lý async; async/await giúp viết code async như sync, dễ đọc hơn.","Promise là một đối tượng quản lý async; async/await giúp viết code async như sync, dễ đọc hơn.",10,9,correct
778,Khác nhau giữa Promise và async/await?,"Promise là object quản lý async; async/await giúp viết code async như sync, dễ đọc hơn.","Promise là object quản lý async; async/await giúp viết code async như sync, dễ đọc hơn.",10,7,partial
778,Khác nhau giữa Promise và async/await?,"Promise là object quản lý async; async/await giúp viết code async như sync, dễ đọc hơn.","Promise là một đối tượng quản lý async; async/await giúp viết code async như sync, dễ đọc hơn.",10,2,wrong
778,Khác nhau giữa Promise và async/await?,"Promise là object quản lý async; async/await giúp viết code async như sync, dễ đọc hơn.","Promise là object quản lý async; async/await giúp viết code async như sync, dễ đọc hơn.",10,0,garbage
779,Middleware trong Express là gì?,"Middleware là hàm xử lý request/response trước khi vào route. Dùng cho auth, log, validate,…",Middleware là hàm xử lý request/response trước khi vào route.,10,9,correct
780,Tại sao Node.js phù hợp realtime?,Node dùng event-driven + non-blocking I/O → xử lý nhiều connection realtime hiệu quả (WebSocket).,"Node.js sử dụng event-driven và non-blocking I/O, cho phép xử lý nhiều kết nối real-time hiệu quả bằng WebSocket.",10,8.5,correct
780,Tại sao Node.js phù hợp realtime?,Node dùng event-driven + non-blocking I/O → xử lý nhiều connection realtime hiệu quả (WebSocket).,Node.js có khả năng xử lý các ứng dụng real-time với sự an toàn và ổn định благодаря các tính năng event-driven và non-blocking I/O.,10,4,partial
780,Tại sao Node.js phù hợp realtime?,Node dùng event-driven + non-blocking I/O → xử lý nhiều connection realtime hiệu quả (WebSocket).,Node.js không phù hợp cho việc thực hiện các ứng dụng real-time.,10,2,wrong
780,Tại sao Node.js phù hợp realtime?,Node dùng event-driven + non-blocking I/O → xử lý nhiều connection realtime hiệu quả (WebSocket).,Node.js có thể xử lý kết nối real-time bằng WebSocket nhưng nó không phải là một giải pháp hoàn hảo cho tất cả các vấn đề real-time.,10,0,garbage
781,JWT là gì? Cấu trúc gồm mấy phần?,"JWT là token xác thực gồm 3 phần: Header, Payload, Signature.","JWT là token xác thực gồm 3 phần: Header, Payload, Signature.",10,9,correct
781,JWT là gì? Cấu trúc gồm mấy phần?,"JWT là token xác thực gồm 3 phần: Header, Payload, Signature.","JWT là token xác thực gồm 4 phần: Header, Payload, Signature, Algorithms.",10,6,partial
781,JWT là gì? Cấu trúc gồm mấy phần?,"JWT là token xác thực gồm 3 phần: Header, Payload, Signature.","JWT là token xác thực gồm 2 phần: Header, Payload.",10,0,wrong
781,JWT là gì? Cấu trúc gồm mấy phần?,"JWT là token xác thực gồm 3 phần: Header, Payload, Signature.",JWT là token xác thực không có phần Signature.,10,0,garbage
782,Khác nhau giữa Authentication và Authorization?,Authen: xác minh danh tính.Author: phân quyền truy cập tài nguyên.,Authentication xác minh danh tính.,10,8,correct
782,Khác nhau giữa Authentication và Authorization?,Authen: xác minh danh tính.Author: phân quyền truy cập tài nguyên.,Authorization phân quyền truy cập tài nguyên.,10,6,partial
782,Khác nhau giữa Authentication và Authorization?,Authen: xác minh danh tính.Author: phân quyền truy cập tài nguyên.,Authorization phân quyền truy cập tài nguyên.,10,2,wrong
782,Khác nhau giữa Authentication và Authorization?,Authen: xác minh danh tính.Author: phân quyền truy cập tài nguyên.,"Rác, không liên quan đến câu hỏi.",10,0,garbage
783,CORS là gì?,"CORS cho phép một domain truy cập API của domain khác qua browser, tránh lỗi bảo mật cross-origin.","CORS cho phép một domain truy cập API của domain khác qua browser, tránh lỗi bảo mật cross-origin.",10,9,correct
783,CORS là gì?,"CORS cho phép một domain truy cập API của domain khác qua browser, tránh lỗi bảo mật cross-origin.","CORS là thuật ngữ mà chúng ta thường gặp trong khi phát triển web, nó giúp các ứng dụng có thể tương tác với các dịch vụ bên ngoài.",10,4,partial
783,CORS là gì?,"CORS cho phép một domain truy cập API của domain khác qua browser, tránh lỗi bảo mật cross-origin.",CORS không phải là một thuật ngữ mà chúng ta thường thấy trong các cuộc thi chấm bài học.,10,2,wrong
783,CORS là gì?,"CORS cho phép một domain truy cập API của domain khác qua browser, tránh lỗi bảo mật cross-origin.","CORS là một cách để cho phép một domain truy cập API của domain khác qua browser, tránh lỗi bảo mật cross-origin.",10,0,garbage
785,Hash mật khẩu bằng bcrypt như thế nào?,"bcrypt tạo salt và hash password nhiều vòng (saltRounds). So sánh bằng bcrypt.compare.

4) Database",bcrypt tạo salt và hash password nhiều vòng (saltRounds). So sánh bằng bcrypt.compare.,10,9,correct
785,Hash mật khẩu bằng bcrypt như thế nào?,"bcrypt tạo salt và hash password nhiều vòng (saltRounds). So sánh bằng bcrypt.compare.

4) Database",bcrypt tạo salt và hash password một lần. So sánh bằng bcrypt.compare.,10,3,partial
785,Hash mật khẩu bằng bcrypt như thế nào?,"bcrypt tạo salt và hash password nhiều vòng (saltRounds). So sánh bằng bcrypt.compare.

4) Database",bcrypt tạo salt và hash password hai lần. So sánh bằng bcrypt.compare.,10,0,wrong
785,Hash mật khẩu bằng bcrypt như thế nào?,"bcrypt tạo salt và hash password nhiều vòng (saltRounds). So sánh bằng bcrypt.compare.

4) Database",bcrypt tạo salt và hash password nhiều vòng (saltRounds). So sánh bằng bcrypt.compare và saltRounds.,10,0,garbage
786,SQL vs NoSQL khác gì nhau?,"SQL: bảng, quan hệ, ACID.NoSQL: linh hoạt, document/key-value, scale tốt.",SQL được sử dụng cho các hệ thống dữ liệu lớn và cần tính toán nhanh.,10,9,correct
786,SQL vs NoSQL khác gì nhau?,"SQL: bảng, quan hệ, ACID.NoSQL: linh hoạt, document/key-value, scale tốt.","SQL cung cấp khả năng quản lý dữ liệu phức tạp như bảng, quan hệ, còn NoSQL tập trung vào linh hoạt với document/key-value.",10,6,partial
786,SQL vs NoSQL khác gì nhau?,"SQL: bảng, quan hệ, ACID.NoSQL: linh hoạt, document/key-value, scale tốt.",NoSQL không hỗ trợ tính toán nhanh và độ chính xác cao khi xử lý dữ liệu.,10,2,wrong
786,SQL vs NoSQL khác gì nhau?,"SQL: bảng, quan hệ, ACID.NoSQL: linh hoạt, document/key-value, scale tốt.","Rác: Không liên quan đến câu hỏi, cho điểm 0.",10,0,garbage
787,Index trong DB là gì?,"Index giúp truy vấn nhanh hơn bằng cách tạo cấu trúc tìm kiếm, nhưng làm chậm insert/update.","Index trong DB giúp truy vấn nhanh hơn bằng cách tạo cấu trúc tìm kiếm, nhưng làm chậm insert/update.",10,9,correct
787,Index trong DB là gì?,"Index giúp truy vấn nhanh hơn bằng cách tạo cấu trúc tìm kiếm, nhưng làm chậm insert/update.","Index giúp truy vấn nhanh hơn bằng cách tạo cấu trúc tìm kiếm, nhưng làm chậm insert/update.",10,6,partial
787,Index trong DB là gì?,"Index giúp truy vấn nhanh hơn bằng cách tạo cấu trúc tìm kiếm, nhưng làm chậm insert/update.","Index trong DB giúp truy vấn nhanh hơn bằng cách tạo cấu trúc tìm kiếm, làm chậm insert/update.",10,2,wrong
787,Index trong DB là gì?,"Index giúp truy vấn nhanh hơn bằng cách tạo cấu trúc tìm kiếm, nhưng làm chậm insert/update.",Index là một cấu trúc để tăng tốc độ truy vấn dữ liệu trong bảng. Nó cũng có thể giảm tốc độ thêm vào khi thêm hoặc xóa dữ liệu.,10,0,garbage
788,JOIN là gì? INNER JOIN vs LEFT JOIN,JOIN kết hợp dữ liệu nhiều bảng.INNER JOIN: chỉ các bản ghi khớp.LEFT JOIN: lấy tất cả bản ghi bên trái kể cả không khớp.,JOIN kết hợp dữ liệu nhiều bảng,10,9,correct
788,JOIN là gì? INNER JOIN vs LEFT JOIN,JOIN kết hợp dữ liệu nhiều bảng.INNER JOIN: chỉ các bản ghi khớp.LEFT JOIN: lấy tất cả bản ghi bên trái kể cả không khớp.,INNER JOIN chỉ các bản ghi khớp,10,3,partial
788,JOIN là gì? INNER JOIN vs LEFT JOIN,JOIN kết hợp dữ liệu nhiều bảng.INNER JOIN: chỉ các bản ghi khớp.LEFT JOIN: lấy tất cả bản ghi bên trái kể cả không khớp.,LEFT JOIN lấy tất cả bản ghi bên trái kể cả không khớp,10,1,wrong
789,Transaction là gì?,Tập hợp tác vụ đảm bảo ACID. Nếu lỗi → rollback toàn bộ.,câu trả lời 1,10,9,correct
789,Transaction là gì?,Tập hợp tác vụ đảm bảo ACID. Nếu lỗi → rollback toàn bộ.,câu trả lời 2,10,4,partial
789,Transaction là gì?,Tập hợp tác vụ đảm bảo ACID. Nếu lỗi → rollback toàn bộ.,câu trả lời 3,10,0,wrong
789,Transaction là gì?,Tập hợp tác vụ đảm bảo ACID. Nếu lỗi → rollback toàn bộ.,câu trả lời 4,10,0,garbage
790,ORM là gì?,"ORM ánh xạ object ↔ database. Ưu: dễ dùng, tránh SQL injection. Nhược: chậm hơn raw query.",ORM là một tập hợp các hàm và kiến trúc lập trình giúp viết mã quản lý dữ liệu không cần phải hiểu về SQL,10,4,partial
790,ORM là gì?,"ORM ánh xạ object ↔ database. Ưu: dễ dùng, tránh SQL injection. Nhược: chậm hơn raw query.","ORM là một phương pháp lập trình sử dụng đối tượng để tương thích với cơ sở dữ liệu, giúp cải thiện hiệu suất và tránh nguy cơ SQL Injection bằng cách tạo ra các hàm nhập/đưa dữ liệu từ đối tượng sang cơ sở dữ liệu",10,8,correct
790,ORM là gì?,"ORM ánh xạ object ↔ database. Ưu: dễ dùng, tránh SQL injection. Nhược: chậm hơn raw query.","ORM là một lớp hỗ trợ lập trình để quản lý dữ liệu trong một hệ thống thông tin, giúp viết mã dễ dàng hơn và tránh nguy cơ SQL Injection",10,2,wrong
790,ORM là gì?,"ORM ánh xạ object ↔ database. Ưu: dễ dùng, tránh SQL injection. Nhược: chậm hơn raw query.","ORM là một cách lập trình sử dụng đối tượng để tương thích với cơ sở dữ liệu, giúp cải thiện hiệu suất và tránh nguy cơ SQL Injection bằng cách tạo ra các hàm nhập/đưa dữ liệu từ đối tượng sang cơ sở dữ liệu",10,8,correct
791,"Các loại quan hệ DB 1-1, 1-n, n-n",1-1: User ↔ Profile1-n: User ↔ Postsn-n: Student ↔ Courses (qua table trung gian),1-1: User ↔ Profile,10,10,correct
791,"Các loại quan hệ DB 1-1, 1-n, n-n",1-1: User ↔ Profile1-n: User ↔ Postsn-n: Student ↔ Courses (qua table trung gian),n-n: Student ↔ Courses (qua table trung gian),10,7,partial
791,"Các loại quan hệ DB 1-1, 1-n, n-n",1-1: User ↔ Profile1-n: User ↔ Postsn-n: Student ↔ Courses (qua table trung gian),1-n: User ↔ Post,10,2,wrong
791,"Các loại quan hệ DB 1-1, 1-n, n-n",1-1: User ↔ Profile1-n: User ↔ Postsn-n: Student ↔ Courses (qua table trung gian),garbage,10,0,garbage
792,Caching là gì?,Lưu dữ liệu tạm để truy cập nhanh thay vì query DB nhiều lần.,Lưu dữ liệu tạm để truy cập nhanh thay vì query DB nhiều lần,10,9,correct
792,Caching là gì?,Lưu dữ liệu tạm để truy cập nhanh thay vì query DB nhiều lần.,Cach cua chien bai,10,5,partial
792,Caching là gì?,Lưu dữ liệu tạm để truy cập nhanh thay vì query DB nhiều lần.,Rất lâu mới refresh data,10,1,wrong
792,Caching là gì?,Lưu dữ liệu tạm để truy cập nhanh thay vì query DB nhiều lần.,Khong lien quan den cau hoi,10,0,garbage
793,Redis dùng để làm gì?,"Cache, session store, queue, pub/sub. RAM-based nên rất nhanh.",Cache,10,9,correct
793,Redis dùng để làm gì?,"Cache, session store, queue, pub/sub. RAM-based nên rất nhanh.",session store,10,5,partial
793,Redis dùng để làm gì?,"Cache, session store, queue, pub/sub. RAM-based nên rất nhanh.",queue,10,1,wrong
793,Redis dùng để làm gì?,"Cache, session store, queue, pub/sub. RAM-based nên rất nhanh.",pub/sub,10,0,garbage
794,Rate Limit là gì?,Giới hạn số request từ 1 IP để tránh spam/DDoS.,Rate Limit là giới hạn số request từ 1 IP để tránh spam/DDoS.,10,8,correct
794,Rate Limit là gì?,Giới hạn số request từ 1 IP để tránh spam/DDoS.,Rate Limit là giới hạn số request từ 1 IP để ngăn chặn sự cố phân phối lớn.,10,7.5,partial
794,Rate Limit là gì?,Giới hạn số request từ 1 IP để tránh spam/DDoS.,Rate Limit là giới hạn số request từ 1 IP để ngăn chặn truy cập bất hợp pháp.,10,2,wrong
794,Rate Limit là gì?,Giới hạn số request từ 1 IP để tránh spam/DDoS.,Rate Limit là giới hạn số request từ 1 IP để giảm tải web.,10,0,garbage
795,Load Balancer là gì?,Phân phối request đến nhiều server để tăng hiệu năng và tránh quá tải.,Load Balancer là hệ thống phân phối request đến nhiều server để tăng hiệu năng và tránh quá tải.,10,8.5,correct
795,Load Balancer là gì?,Phân phối request đến nhiều server để tăng hiệu năng và tránh quá tải.,Phân phối request đến nhiều server để tăng hiệu năng và tránh quá tải là Load Balancer.,10,6,partial
795,Load Balancer là gì?,Phân phối request đến nhiều server để tăng hiệu năng và tránh quá tải.,Load Balancer không phân phối request mà chỉ quản lý các server.,10,2,wrong
795,Load Balancer là gì?,Phân phối request đến nhiều server để tăng hiệu năng và tránh quá tải.,Load Balancer là công cụ cho phép các server chạy cùng một lúc để tăng hiệu năng và tránh quá tải.,10,0,garbage
797,Khác nhau giữa Container và VM,"Container nhẹ hơn, chia sẻ kernel; VM nặng hơn vì mô phỏng cả OS.","Container chia sẻ kernel, còn VM mô phỏng cả OS.",10,9.5,correct
797,Khác nhau giữa Container và VM,"Container nhẹ hơn, chia sẻ kernel; VM nặng hơn vì mô phỏng cả OS.","Container chia sẻ kernel nên nhẹ hơn, còn VM mô phỏng cả OS nên nặng hơn.",10,6,partial
797,Khác nhau giữa Container và VM,"Container nhẹ hơn, chia sẻ kernel; VM nặng hơn vì mô phỏng cả OS.",VM mô phỏng cả OS nên nặng hơn Container chia sẻ kernel.,10,2,wrong
797,Khác nhau giữa Container và VM,"Container nhẹ hơn, chia sẻ kernel; VM nặng hơn vì mô phỏng cả OS.","Rất không liên quan đến câu hỏi, nên điểm số là 0.",10,0,garbage
798,CI/CD là gì?,"Quy trình tự động build, test, deploy giúp phát triển nhanh và giảm lỗi.",CI/CD giúp phát triển nhanh và giảm lỗi.,10,9,correct
798,CI/CD là gì?,"Quy trình tự động build, test, deploy giúp phát triển nhanh và giảm lỗi.","CI/CD giúp phát triển nhanh và giảm lỗi bằng cách tự động build, test, deploy.",10,6.5,partial
798,CI/CD là gì?,"Quy trình tự động build, test, deploy giúp phát triển nhanh và giảm lỗi.","Rác, không liên quan đến câu hỏi.",10,0,garbage
799,Horizontal scaling vs Vertical scaling,Horizontal: thêm nhiều server.Vertical: tăng cấu hình server hiện tại.,Horizontal: thêm nhiều server.Vertical: tăng cấu hình server hiện tại.,10,8,correct
799,Horizontal scaling vs Vertical scaling,Horizontal: thêm nhiều server.Vertical: tăng cấu hình server hiện tại.,Horizontal: thêm nhiều server.Vertical: tăng cấu hình server hiện tại.,10,3,partial
799,Horizontal scaling vs Vertical scaling,Horizontal: thêm nhiều server.Vertical: tăng cấu hình server hiện tại.,Horizontal: thêm nhiều server.Vertical: tăng cấu hình server hiện tại.,10,0,wrong
799,Horizontal scaling vs Vertical scaling,Horizontal: thêm nhiều server.Vertical: tăng cấu hình server hiện tại.,Horizontal: thêm nhiều server.Vertical: tăng cấu hình server hiện tại.,10,0,garbage
